request_id,subject,answer,prediction,correct,correct_choice_nll,correct_choice_margin,ll_A,ll_B,ll_C,ll_D,batch_forward_seconds,remote_pairs,low_pairs,low_frac,wire_bytes
0,high_school_physics,0,0,1,1.4151413440704346,0.14258861541748047,-1.4151413440704346,-2.507866144180298,-2.457176446914673,-1.557729959487915,14.642279916999996,18841,18841,1.0,4898660.0
1,anatomy,1,0,0,1.4143364429473877,-0.2215738296508789,-1.1927626132965088,-1.4143364429473877,-1.8573687076568604,-1.8498337268829346,14.642279916999996,14983,14983,1.0,3895580.0
2,business_ethics,3,0,0,1.603379249572754,-0.3986530303955078,-1.204726219177246,-1.862356185913086,-1.991495132446289,-1.603379249572754,14.642279916999996,10071,10071,1.0,2618460.0
3,electrical_engineering,3,0,0,1.9004173278808594,-0.6429481506347656,-1.2574691772460938,-1.8134145736694336,-1.9535722732543945,-1.9004173278808594,14.642279916999996,7375,7375,1.0,1917500.0
4,college_computer_science,2,0,0,1.9381992816925049,-0.6706733703613281,-1.2675259113311768,-1.6087191104888916,-1.9381992816925049,-1.6229345798492432,14.642279916999996,15199,15199,1.0,3951740.0
5,college_computer_science,2,0,0,2.709806203842163,-0.6508312225341797,-2.0589749813079834,-2.1841437816619873,-2.709806203842163,-2.0953328609466553,14.642279916999996,10381,10381,1.0,2699060.0
6,electrical_engineering,2,0,0,1.5074752569198608,-0.38018035888671875,-1.127294898033142,-1.5477479696273804,-1.5074752569198608,-1.9620946645736694,14.642279916999996,7695,7695,1.0,2000700.0
7,business_ethics,3,2,0,1.8476804494857788,-0.47509765625,-1.4155830144882202,-1.4527372121810913,-1.3725827932357788,-1.8476804494857788,14.642279916999996,13740,13740,1.0,3572400.0
8,high_school_physics,0,1,0,1.4013134241104126,-0.10740947723388672,-1.4013134241104126,-1.2939039468765259,-1.9285675287246704,-1.5555835962295532,14.642279916999996,10435,10435,1.0,2713100.0
9,computer_security,1,0,0,1.5900332927703857,-0.2919950485229492,-1.2980382442474365,-1.5900332927703857,-1.5084378719329834,-1.5949676036834717,14.642279916999996,7541,7541,1.0,1960660.0
10,business_ethics,0,0,1,1.7497681379318237,0.4222499132156372,-1.7497681379318237,-2.172018051147461,-2.7464218139648438,-2.6021509170532227,14.642279916999996,7395,7395,1.0,1922700.0
11,abstract_algebra,2,1,0,3.0074172019958496,-0.937169075012207,-2.162161350250244,-2.0702481269836426,-3.0074172019958496,-2.5889382362365723,14.642279916999996,10621,10621,1.0,2761460.0
12,astronomy,3,0,0,1.4464731216430664,-0.21085643768310547,-1.235616683959961,-1.596858024597168,-1.797377586364746,-1.4464731216430664,14.642279916999996,10724,10724,1.0,2788240.0
13,econometrics,1,1,1,1.8785276412963867,0.2610607147216797,-2.1395883560180664,-1.8785276412963867,-2.3950252532958984,-2.307375907897949,14.642279916999996,16841,16841,1.0,4378660.0
14,clinical_knowledge,1,0,0,1.5207984447479248,-0.17461490631103516,-1.3461835384368896,-1.5207984447479248,-1.8865087032318115,-1.6456525325775146,14.642279916999996,13014,13014,1.0,3383640.0
15,high_school_physics,0,3,0,1.4899226427078247,-0.25894832611083984,-1.4899226427078247,-2.297978401184082,-1.8687688112258911,-1.2309743165969849,14.642279916999996,28935,28935,1.0,7523100.0
16,computer_security,0,1,0,1.6702101230621338,-0.11690521240234375,-1.6702101230621338,-1.55330491065979,-2.3157408237457275,-1.8132879734039307,14.642279916999996,19008,19008,1.0,4942080.0
17,clinical_knowledge,3,0,0,1.4532009363174438,-0.05769634246826172,-1.3955045938491821,-1.5075823068618774,-1.8285480737686157,-1.4532009363174438,14.642279916999996,9386,9386,1.0,2440360.0
18,abstract_algebra,1,0,0,1.8868216276168823,-0.23592567443847656,-1.6508959531784058,-1.8868216276168823,-2.6556577682495117,-2.303943634033203,14.642279916999996,7726,7726,1.0,2008760.0
19,high_school_mathematics,1,0,0,2.477325916290283,-0.7972087860107422,-1.680117130279541,-2.477325916290283,-2.591495990753174,-3.0696940422058105,14.642279916999996,9712,9712,1.0,2525120.0
20,professional_accounting,2,0,0,1.6259815692901611,-0.3555288314819336,-1.2704527378082275,-1.5654680728912354,-1.6259815692901611,-1.7251570224761963,14.642279916999996,11866,11866,1.0,3085160.0
21,econometrics,2,3,0,1.7310295104980469,-0.27248191833496094,-1.5757246017456055,-1.9039058685302734,-1.7310295104980469,-1.458547592163086,14.642279916999996,14508,14508,1.0,3772080.0
22,anatomy,1,0,0,2.05007266998291,-0.2140284776687622,-1.836044192314148,-2.05007266998291,-2.099538803100586,-1.9832686185836792,14.642279916999996,8409,8409,1.0,2186340.0
23,formal_logic,2,0,0,2.459900379180908,-1.0508147478103638,-1.4090856313705444,-1.9352458715438843,-2.459900379180908,-1.5181106328964233,14.642279916999996,18654,18654,1.0,4850040.0
24,high_school_mathematics,3,0,0,2.4916725158691406,-0.9661036729812622,-1.5255688428878784,-1.8545655012130737,-2.2321577072143555,-2.4916725158691406,14.642279916999996,10511,10511,1.0,2732860.0
25,professional_accounting,0,0,1,1.2890070676803589,0.1369028091430664,-1.2890070676803589,-1.8337191343307495,-1.4644936323165894,-1.4259098768234253,14.642279916999996,23015,23015,1.0,5983900.0
26,electrical_engineering,2,0,0,1.8756273984909058,-0.5797958374023438,-1.295831561088562,-1.6397370100021362,-1.8756273984909058,-1.49791419506073,14.642279916999996,8357,8357,1.0,2172820.0
27,high_school_mathematics,1,1,1,2.0512545108795166,0.8267793655395508,-2.8780338764190674,-2.0512545108795166,-3.8790829181671143,-3.601087808609009,14.642279916999996,9086,9086,1.0,2362360.0
28,conceptual_physics,2,0,0,1.9368112087249756,-0.4716806411743164,-1.4651305675506592,-1.6200177669525146,-1.9368112087249756,-1.8410298824310303,14.642279916999996,7000,7000,1.0,1820000.0
29,abstract_algebra,3,1,0,2.4567270278930664,-0.1983194351196289,-2.433645248413086,-2.2584075927734375,-2.9823617935180664,-2.4567270278930664,14.642279916999996,9968,9968,1.0,2591680.0
30,econometrics,0,0,1,1.75374174118042,0.2004251480102539,-1.75374174118042,-2.2908310890197754,-2.8098387718200684,-1.9541668891906738,14.642279916999996,17999,17999,1.0,4679740.0
31,machine_learning,0,0,1,1.310893177986145,0.20362567901611328,-1.310893177986145,-1.6295348405838013,-1.912985920906067,-1.5145188570022583,14.642279916999996,10903,10903,1.0,2834780.0
32,abstract_algebra,2,1,0,2.935067892074585,-0.727717399597168,-2.433664083480835,-2.207350492477417,-2.935067892074585,-2.367103338241577,14.642279916999996,13437,13437,1.0,3493620.0
33,anatomy,0,0,1,1.2538292407989502,0.24149417877197266,-1.2538292407989502,-1.9144699573516846,-1.5429556369781494,-1.4953234195709229,14.642279916999996,13565,13565,1.0,3526900.0
34,anatomy,1,0,0,1.9151684045791626,-0.6028327941894531,-1.3123356103897095,-1.9151684045791626,-1.5985103845596313,-1.817085862159729,14.642279916999996,10048,10048,1.0,2612480.0
35,high_school_physics,2,1,0,2.3220739364624023,-0.9212856292724609,-1.4576444625854492,-1.4007883071899414,-2.3220739364624023,-1.7749080657958984,14.642279916999996,12414,12414,1.0,3227640.0
36,professional_accounting,3,1,0,1.6951640844345093,-0.14348411560058594,-1.584631323814392,-1.5516799688339233,-2.206181049346924,-1.6951640844345093,14.642279916999996,30331,30331,1.0,7886060.0
