request_id,subject,answer,prediction,correct,correct_choice_nll,correct_choice_margin,ll_A,ll_B,ll_C,ll_D,batch_forward_seconds,remote_pairs,low_pairs,low_frac,wire_bytes
0,anatomy,1,0,0,1.6705777645111084,-0.511713981628418,-1.1588637828826904,-1.6705777645111084,-1.7196481227874756,-1.644413709640503,13.844819832999974,11444,5230,0.4570080391471513,4566224.0
1,formal_logic,3,0,0,1.7848013639450073,-0.4219856262207031,-1.3628157377243042,-2.0601234436035156,-1.7341831922531128,-1.7848013639450073,13.844819832999974,13971,12246,0.8765299549065922,4074060.0
2,formal_logic,3,0,0,1.952551245689392,-0.43903541564941406,-1.513515830039978,-2.281435489654541,-2.4732680320739746,-1.952551245689392,13.844819832999974,14303,6728,0.47039082709920993,5657980.0
3,computer_security,1,0,0,1.6887058019638062,-0.6155796051025391,-1.073126196861267,-1.6887058019638062,-2.038337230682373,-1.7857202291488647,13.844819832999974,8760,4088,0.4666666666666667,3473632.0
4,college_computer_science,2,0,0,1.801017165184021,-0.636805534362793,-1.164211630821228,-1.4053949117660522,-1.801017165184021,-1.797986388206482,13.844819832999974,14239,11003,0.772736849497858,4530556.0
5,abstract_algebra,2,1,0,3.013080596923828,-1.2676841020584106,-2.9687395095825195,-1.7453964948654175,-3.013080596923828,-2.644015312194824,13.844819832999974,12661,10497,0.8290814311665745,3845844.0
6,abstract_algebra,1,1,1,1.3766899108886719,0.2263174057006836,-1.6030073165893555,-1.3766899108886719,-2.5571680068969727,-2.2775402069091797,13.844819832999974,7645,5823,0.7616742969260955,2454132.0
7,professional_accounting,0,0,1,1.386464238166809,0.042934417724609375,-1.386464238166809,-1.487141728401184,-1.6343833208084106,-1.4293986558914185,13.844819832999974,22567,18615,0.8248770328355564,6879132.0
8,college_mathematics,1,0,0,2.5531911849975586,-0.9578191041946411,-1.5953720808029175,-2.5531911849975586,-2.327239990234375,-2.045109748840332,13.844819832999974,10997,5056,0.4597617532054197,4380116.0
9,high_school_physics,2,1,0,2.1861865520477295,-0.4664440155029297,-2.1811234951019287,-1.7197425365447998,-2.1861865520477295,-2.388378858566284,13.844819832999974,14048,12218,0.8697323462414579,4120960.0
10,electrical_engineering,0,0,1,1.2472282648086548,0.21104907989501953,-1.2472282648086548,-1.4582773447036743,-1.8074842691421509,-1.711753487586975,13.844819832999974,8772,3985,0.4542863657090743,3506192.0
11,machine_learning,1,0,0,2.256819248199463,-0.727141261100769,-1.5296779870986938,-2.256819248199463,-2.5448527336120605,-1.7747293710708618,13.844819832999974,8337,3880,0.46539522610051576,3308612.0
