request_id,subject,answer,prediction,correct,correct_choice_nll,correct_choice_margin,ll_A,ll_B,ll_C,ll_D,batch_forward_seconds,remote_pairs,low_pairs,low_frac,wire_bytes
0,computer_security,1,2,0,1.2695441246032715,-0.171875,-2.3007941246032715,-1.2695441246032715,-1.0976691246032715,-1.6914191246032715,14.902351334000002,6700,5484,0.8185074626865672,8132784.0
1,abstract_algebra,2,3,0,1.8771703243255615,-0.921875,-2.0099828243255615,-2.2677953243255615,-1.8771703243255615,-0.9552953243255615,14.902351334000002,5310,3652,0.6877589453860641,7156472.0
2,abstract_algebra,2,3,0,2.045389175415039,-0.5546873807907104,-1.9672642946243286,-1.7563267946243286,-2.045389175415039,-1.4907017946243286,14.902351334000002,6309,4816,0.7633539388175622,8014484.0
3,computer_security,1,1,1,0.3128465712070465,2.5625,-2.8753466606140137,-0.3128465712070465,-3.6565966606140137,-3.6565966606140137,14.902351334000002,3256,2230,0.6848894348894349,4397792.0
4,computer_security,2,2,1,1.1048285961151123,0.9296875,-2.5032660961151123,-2.2688910961151123,-1.1048285961151123,-2.0345160961151123,14.902351334000002,4785,790,0.16509926854754442,9009860.0
5,abstract_algebra,0,3,0,1.6241657733917236,-0.09375,-1.6241657733917236,-1.7647907733917236,-1.9522907733917236,-1.5304157733917236,14.902351334000002,4697,768,0.16350862252501597,8851812.0
6,computer_security,2,2,1,0.6289840340614319,0.9999999403953552,-2.980546474456787,-1.628983974456787,-0.6289840340614319,-2.285233974456787,14.902351334000002,4958,816,0.1645824929407019,9338232.0
7,computer_security,0,0,1,1.0994281768798828,0.2890625,-1.0994281768798828,-1.3884906768798828,-2.115053176879883,-2.036928176879883,14.902351334000002,3654,587,0.16064586754241927,6896920.0
8,abstract_algebra,3,3,1,1.4388411045074463,0.2734375,-1.9154036045074463,-1.7122786045074463,-1.8763411045074463,-1.4388411045074463,15.361082500000009,4810,4810,1.0,4944680.0
9,computer_security,2,2,1,0.3556423783302307,2.2421875,-2.925954818725586,-2.597829818725586,-0.3556423783302307,-3.082204818725586,15.361082500000009,4513,4513,1.0,4639364.0
10,abstract_algebra,1,1,1,0.9631160497665405,0.9296875,-2.01780366897583,-0.9631160497665405,-1.8928035497665405,-2.29124116897583,15.361082500000009,3734,3734,1.0,3838552.0
11,abstract_algebra,2,3,0,1.7603105306625366,-0.203125,-2.096248149871826,-1.9321855306625366,-1.7603105306625366,-1.5571855306625366,15.361082500000009,5084,5084,1.0,5226352.0
12,abstract_algebra,2,3,0,1.495684027671814,-0.046875,-2.0034966468811035,-1.550371527671814,-1.495684027671814,-1.448809027671814,15.361082500000009,6346,6184,0.9744721084147494,6689576.0
13,abstract_algebra,3,3,1,1.2665454149246216,0.453125,-1.8759204149246216,-1.7352954149246216,-1.7196704149246216,-1.2665454149246216,15.361082500000009,4689,4292,0.9153337598635103,5226820.0
14,computer_security,2,2,1,1.2568721771240234,0.1171875,-2.0068721771240234,-1.7724971771240234,-1.2568721771240234,-1.3740596771240234,15.361082500000009,7693,7485,0.9729624333809958,8121396.0
15,computer_security,1,1,1,1.1912710666656494,0.234375,-1.7537710666656494,-1.1912710666656494,-1.4256460666656494,-1.7850210666656494,15.361082500000009,6731,6356,0.9442876244243055,7303468.0
