request_id,subject,answer,prediction,correct,correct_choice_nll,correct_choice_margin,ll_A,ll_B,ll_C,ll_D,batch_forward_seconds,remote_pairs,low_pairs,low_frac,wire_bytes
0,high_school_physics,0,0,1,1.2930347919464111,0.612980842590332,-1.2930347919464111,-1.9060156345367432,-2.260572671890259,-2.100473642349243,14.406770291999976,18903,0,0.0,9753948.0
1,anatomy,1,0,0,1.520613193511963,-0.4503154754638672,-1.0702977180480957,-1.520613193511963,-2.1775965690612793,-1.6746954917907715,14.406770291999976,14983,0,0.0,7731228.0
2,business_ethics,3,0,0,1.9368611574172974,-0.9556846618652344,-0.981176495552063,-1.4292575120925903,-1.7716399431228638,-1.9368611574172974,14.406770291999976,10075,0,0.0,5198700.0
3,electrical_engineering,3,0,0,1.882729172706604,-0.7060861587524414,-1.1766430139541626,-1.5761104822158813,-2.1776747703552246,-1.882729172706604,14.406770291999976,7392,0,0.0,3814272.0
4,college_computer_science,2,0,0,1.8785463571548462,-0.6823129653930664,-1.1962333917617798,-1.316428780555725,-1.8785463571548462,-1.7394500970840454,14.406770291999976,15194,0,0.0,7840104.0
5,college_computer_science,2,1,0,2.604114055633545,-1.1051102876663208,-1.6294387578964233,-1.4990037679672241,-2.604114055633545,-2.0060057640075684,14.406770291999976,10415,0,0.0,5374140.0
6,electrical_engineering,2,0,0,1.752095103263855,-0.6804981231689453,-1.0715969800949097,-1.3474596738815308,-1.752095103263855,-1.9570549726486206,14.406770291999976,7673,0,0.0,3959268.0
7,business_ethics,3,0,0,1.8789615631103516,-0.5483493804931641,-1.3306121826171875,-1.3422374725341797,-1.7413558959960938,-1.8789615631103516,14.406770291999976,13782,0,0.0,7111512.0
8,high_school_physics,0,0,1,1.1875288486480713,0.026978492736816406,-1.1875288486480713,-1.2145073413848877,-2.0496742725372314,-1.9758570194244385,14.406770291999976,10434,0,0.0,5383944.0
9,computer_security,1,0,0,1.3289809226989746,-0.2360696792602539,-1.0929112434387207,-1.3289809226989746,-1.8845467567443848,-1.991466999053955,14.406770291999976,7536,0,0.0,3888576.0
10,business_ethics,0,0,1,1.3644075393676758,0.3236503601074219,-1.3644075393676758,-1.6880578994750977,-2.291667938232422,-2.0954513549804688,14.406770291999976,7392,0,0.0,3814272.0
11,abstract_algebra,2,1,0,2.9931461811065674,-1.3787956237792969,-1.9106075763702393,-1.6143505573272705,-2.9931461811065674,-2.469998598098755,14.406770291999976,10637,0,0.0,5488692.0
12,astronomy,3,0,0,1.6659486293792725,-0.4612150192260742,-1.2047336101531982,-1.368340253829956,-1.8479621410369873,-1.6659486293792725,14.406770291999976,10744,0,0.0,5543904.0
13,econometrics,1,1,1,1.909914493560791,0.06975364685058594,-1.979668140411377,-1.909914493560791,-2.44209623336792,-2.0745139122009277,14.406770291999976,16827,0,0.0,8682732.0
14,clinical_knowledge,1,0,0,1.3337844610214233,-0.10829353332519531,-1.225490927696228,-1.3337844610214233,-1.7406505346298218,-1.7087539434432983,14.406770291999976,13003,0,0.0,6709548.0
15,high_school_physics,0,0,1,1.4982054233551025,0.047417640686035156,-1.4982054233551025,-1.607081651687622,-1.8225433826446533,-1.5456230640411377,14.406770291999976,28921,0,0.0,14923236.0
16,computer_security,0,1,0,1.3660045862197876,-0.16613197326660156,-1.3660045862197876,-1.199872612953186,-2.158966541290283,-1.6994634866714478,14.406770291999976,19026,0,0.0,9817416.0
17,clinical_knowledge,3,0,0,1.6125746965408325,-0.3498058319091797,-1.2627688646316528,-1.3378268480300903,-1.7783042192459106,-1.6125746965408325,14.406770291999976,9369,0,0.0,4834404.0
18,abstract_algebra,1,1,1,1.5452940464019775,0.09106254577636719,-1.6363565921783447,-1.5452940464019775,-2.6792538166046143,-2.229749917984009,14.406770291999976,7718,0,0.0,3982488.0
19,high_school_mathematics,1,0,0,1.8209069967269897,-0.2139434814453125,-1.6069635152816772,-1.8209069967269897,-2.4336304664611816,-2.4304518699645996,14.406770291999976,9704,0,0.0,5007264.0
20,professional_accounting,2,0,0,1.8860174417495728,-0.6923103332519531,-1.1937071084976196,-1.483167290687561,-1.8860174417495728,-1.7222458124160767,14.406770291999976,11872,0,0.0,6125952.0
21,econometrics,2,0,0,1.9115654230117798,-0.5518617630004883,-1.3597036600112915,-1.5996071100234985,-1.9115654230117798,-1.7018781900405884,14.406770291999976,14517,0,0.0,7490772.0
22,anatomy,1,0,0,1.5076732635498047,-0.23643207550048828,-1.2712411880493164,-1.5076732635498047,-2.08609676361084,-1.7296218872070312,14.406770291999976,8409,0,0.0,4339044.0
23,formal_logic,2,0,0,2.3681557178497314,-1.4067745208740234,-0.9613812565803528,-1.4063036441802979,-2.3681557178497314,-2.1569550037384033,14.406770291999976,18630,0,0.0,9613080.0
24,high_school_mathematics,3,1,0,2.3446109294891357,-0.6933631896972656,-1.7757813930511475,-1.6512477397918701,-2.251835584640503,-2.3446109294891357,14.406770291999976,10499,0,0.0,5417484.0
25,professional_accounting,0,0,1,1.2696540355682373,0.2037792205810547,-1.2696540355682373,-1.473433256149292,-1.7980048656463623,-1.5780532360076904,14.406770291999976,22983,0,0.0,11859228.0
26,electrical_engineering,2,0,0,1.7508867979049683,-0.544219970703125,-1.2066668272018433,-1.2992571592330933,-1.7508867979049683,-1.9955462217330933,14.406770291999976,8352,0,0.0,4309632.0
27,high_school_mathematics,1,1,1,1.6883004903793335,0.9748631715774536,-3.0643277168273926,-1.6883004903793335,-2.8424630165100098,-2.663163661956787,14.406770291999976,9083,0,0.0,4686828.0
28,conceptual_physics,2,0,0,1.9375532865524292,-0.7989511489868164,-1.1386021375656128,-1.3621481657028198,-1.9375532865524292,-2.0119123458862305,14.406770291999976,7002,0,0.0,3613032.0
29,abstract_algebra,3,1,0,2.238936185836792,-0.6719446182250977,-2.0062930583953857,-1.5669915676116943,-2.71451735496521,-2.238936185836792,14.406770291999976,10009,0,0.0,5164644.0
30,econometrics,0,0,1,1.4954923391342163,0.19282150268554688,-1.4954923391342163,-1.6883138418197632,-2.2768654823303223,-2.0029520988464355,14.406770291999976,18005,0,0.0,9290580.0
31,machine_learning,0,0,1,1.2595188617706299,0.11843490600585938,-1.2595188617706299,-1.3779537677764893,-2.246426820755005,-1.825354814529419,14.406770291999976,10907,0,0.0,5628012.0
32,abstract_algebra,2,1,0,2.607107639312744,-0.9305886030197144,-1.9138885736465454,-1.6765190362930298,-2.607107639312744,-2.280233860015869,14.406770291999976,13478,0,0.0,6954648.0
33,anatomy,0,0,1,1.215415358543396,0.2139301300048828,-1.215415358543396,-1.628536581993103,-1.6543697118759155,-1.4293454885482788,14.406770291999976,13572,0,0.0,7003152.0
34,anatomy,1,0,0,1.3745741844177246,-0.07044696807861328,-1.3041272163391113,-1.3745741844177246,-2.122154712677002,-1.8364014625549316,14.406770291999976,10040,0,0.0,5180640.0
35,high_school_physics,2,0,0,2.197401285171509,-1.0307731628417969,-1.166628122329712,-1.4832565784454346,-2.197401285171509,-1.943147897720337,14.406770291999976,12434,0,0.0,6415944.0
36,professional_accounting,3,0,0,1.9619065523147583,-0.3604717254638672,-1.6014348268508911,-1.6987849473953247,-2.0999755859375,-1.9619065523147583,14.406770291999976,30352,0,0.0,15661632.0
37,professional_accounting,1,0,0,1.4317200183868408,-0.40768909454345703,-1.0240309238433838,-1.4317200183868408,-1.9298803806304932,-1.9631693363189697,14.406770291999976,8694,0,0.0,4486104.0
38,conceptual_physics,1,0,0,1.40842866897583,-0.0864114761352539,-1.3220171928405762,-1.40842866897583,-2.084015369415283,-1.5565295219421387,14.406770291999976,7168,0,0.0,3698688.0
39,college_computer_science,0,1,0,1.546533226966858,-0.5158815383911133,-1.546533226966858,-1.0306516885757446,-2.35618257522583,-2.249154567718506,14.406770291999976,13825,0,0.0,7133700.0
40,abstract_algebra,2,1,0,3.128863573074341,-1.5465154647827148,-2.172415018081665,-1.582348108291626,-3.128863573074341,-2.3933775424957275,14.406770291999976,12936,0,0.0,6674976.0
41,econometrics,1,0,0,1.5407460927963257,-0.4837961196899414,-1.0569499731063843,-1.5407460927963257,-1.6740506887435913,-1.722408652305603,14.406770291999976,9481,0,0.0,4892196.0
42,machine_learning,3,1,0,2.4074032306671143,-0.9977989196777344,-1.8408958911895752,-1.4096043109893799,-2.880441904067993,-2.4074032306671143,14.406770291999976,11281,0,0.0,5820996.0
43,professional_accounting,3,0,0,1.7388653755187988,-0.646855354309082,-1.0920100212097168,-1.5063366889953613,-1.7061991691589355,-1.7388653755187988,14.406770291999976,14223,0,0.0,7339068.0
44,college_mathematics,1,1,1,1.4379500150680542,0.4792947769165039,-1.917244791984558,-1.4379500150680542,-2.005917549133301,-2.2253122329711914,14.406770291999976,12065,0,0.0,6225540.0
45,conceptual_physics,1,0,0,1.4916878938674927,-0.09002399444580078,-1.401663899421692,-1.4916878938674927,-1.8251181840896606,-1.631637692451477,14.406770291999976,10707,0,0.0,5524812.0
46,econometrics,1,0,0,1.5748207569122314,-0.41034507751464844,-1.164475679397583,-1.5748207569122314,-2.0769731998443604,-1.8217957019805908,14.406770291999976,12090,0,0.0,6238440.0
47,astronomy,2,0,0,2.1203105449676514,-0.950037956237793,-1.1702725887298584,-1.245635747909546,-2.1203105449676514,-1.8706796169281006,14.406770291999976,9984,0,0.0,5151744.0
48,high_school_physics,1,0,0,1.7224704027175903,-0.021071434020996094,-1.7013989686965942,-1.7224704027175903,-2.3253173828125,-1.9872580766677856,14.406770291999976,13977,0,0.0,7212132.0
49,business_ethics,1,0,0,1.3679752349853516,-0.11748695373535156,-1.25048828125,-1.3679752349853516,-2.007504463195801,-1.8646259307861328,14.406770291999976,9027,0,0.0,4657932.0
50,computer_security,1,0,0,1.527351975440979,-0.059266090393066406,-1.4680858850479126,-1.527351975440979,-1.9322534799575806,-1.546085000038147,14.406770291999976,13299,0,0.0,6862284.0
