phase,batch_size,module_name,samples,latency_median_ms,latency_p95_ms,layer_index,share_of_sum_of_layer_medians
decode,1,model.layers.0.block_sparse_moe,48,2.3975199461,2.42435679436,0,0.06431982532
decode,1,model.layers.1.block_sparse_moe,48,2.3524159193,2.38320797682,1,0.063109790288
decode,1,model.layers.2.block_sparse_moe,48,2.34123206139,2.36797915697,2,0.0628097536653
decode,1,model.layers.3.block_sparse_moe,48,2.32407999039,2.35779676437,3,0.0623496039124
decode,1,model.layers.4.block_sparse_moe,48,2.32495999336,2.35784004927,4,0.062373212324
decode,1,model.layers.5.block_sparse_moe,48,2.32129597664,2.35376958847,5,0.0622749153668
decode,1,model.layers.6.block_sparse_moe,48,2.32279992104,2.38010396957,6,0.0623152626603
decode,1,model.layers.7.block_sparse_moe,48,2.31564807892,2.35175360441,7,0.0621233955451
decode,1,model.layers.8.block_sparse_moe,48,2.32003200054,2.36080167294,8,0.0622410058588
decode,1,model.layers.9.block_sparse_moe,48,2.32273590565,2.35709927082,9,0.0623135452779
decode,1,model.layers.10.block_sparse_moe,48,2.32396805286,2.36133443117,10,0.0623466008918
decode,1,model.layers.11.block_sparse_moe,48,2.32324802876,2.36892318726,11,0.0623272843372
decode,1,model.layers.12.block_sparse_moe,48,2.32609593868,2.36179202795,12,0.0624036870672
decode,1,model.layers.13.block_sparse_moe,48,2.314240098,2.34538247585,13,0.0620856227262
decode,1,model.layers.14.block_sparse_moe,48,2.3245600462,2.34687036276,14,0.0623624826815
decode,1,model.layers.15.block_sparse_moe,48,2.32014405727,2.35882402658,15,0.0622440120776
decode,4,model.layers.0.block_sparse_moe,48,4.18126392365,4.59537761211,0,0.0624778391716
decode,4,model.layers.1.block_sparse_moe,48,4.24003195763,4.60191521645,1,0.0633559707229
decode,4,model.layers.2.block_sparse_moe,48,4.35703992844,4.63580486774,2,0.0651043428217
decode,4,model.layers.3.block_sparse_moe,48,4.35115194321,4.64526729584,3,0.0650163625839
decode,4,model.layers.4.block_sparse_moe,48,4.35303997993,4.63901131153,4,0.065044574258
decode,4,model.layers.5.block_sparse_moe,48,4.2321600914,4.63613612652,5,0.063238346674
decode,4,model.layers.6.block_sparse_moe,48,3.9645280838,4.34707517624,6,0.0592393000141
decode,4,model.layers.7.block_sparse_moe,48,4.01801609993,4.34804489613,7,0.0600385357788
decode,4,model.layers.8.block_sparse_moe,48,3.96531200409,4.23640809059,8,0.0592510136123
decode,4,model.layers.9.block_sparse_moe,48,3.92137610912,4.24544143677,9,0.0585945088258
decode,4,model.layers.10.block_sparse_moe,48,4.10152006149,4.87592482567,10,0.0612862798045
decode,4,model.layers.11.block_sparse_moe,48,4.12548804283,4.60015995502,11,0.0616444173702
decode,4,model.layers.12.block_sparse_moe,48,4.41089606285,4.66413605213,12,0.0659090791325
decode,4,model.layers.13.block_sparse_moe,48,4.21339201927,4.49869446754,13,0.0629579078848
decode,4,model.layers.14.block_sparse_moe,48,4.31438398361,4.62913131714,14,0.0644669634768
decode,4,model.layers.15.block_sparse_moe,48,4.17435193062,4.5943230629,15,0.062374557868
decode,8,model.layers.0.block_sparse_moe,48,4.60888004303,4.9026799202,0,0.0629819223202
decode,8,model.layers.1.block_sparse_moe,48,4.6075360775,4.8414321661,1,0.0629635565715
decode,8,model.layers.2.block_sparse_moe,48,4.7794880867,4.91352951527,2,0.0653133395958
decode,8,model.layers.3.block_sparse_moe,48,4.7750878334,4.83984167576,3,0.0652532086294
